PERMNO,date,DIVAMT,PRC,VOL,RET,SHROUT
12490,1994-06-17,,62.37500,3034100,-0.007952,581386
12490,1994-06-20,,61.62500,1559200,-0.012024,581386
12490,1994-06-21,,61.00000,2477300,-0.010142,581386
12490,1994-06-22,,62.00000,1327000,0.016393,581386
12490,1994-06-23,,60.87500,1154300,-0.018145,581386
12490,1994-06-24,,59.87500,2265300,-0.016427,581386
12490,1994-06-27,,61.50000,3876000,0.027140,581386
12490,1994-06-28,,61.12500,1736400,-0.006098,581386
12490,1994-06-29,,60.37500,2271100,-0.012270,581386
12490,1994-06-30,,58.75000,2733500,-0.026915,583126
12490,1994-07-01,,57.00000,3818100,-0.029787,583126
12490,1994-07-05,,56.25000,2790000,-0.013158,583126
12490,1994-07-06,,57.00000,1939100,0.013333,583126
12490,1994-07-07,,56.75000,1717900,-0.004386,583126
12490,1994-07-08,,56.62500,2315400,-0.002203,583126
12490,1994-07-11,,55.62500,2698900,-0.017660,583126
12490,1994-07-12,,55.87500,2993700,0.004494,583126
12490,1994-07-13,,56.75000,2481200,0.015660,583126
12490,1994-07-14,,58.25000,3002700,0.026432,583126
12490,1994-07-15,,56.87500,2478300,-0.023605,583126
12490,1994-07-18,,56.87500,1655600,0.000000,583126
12490,1994-07-19,,55.62500,1817200,-0.021978,583126
12490,1994-07-20,,55.87500,3189300,0.004494,583126
12490,1994-07-21,,62.37500,8807000,0.116331,583126
12490,1994-07-22,,61.37500,3714100,-0.016032,583126
12490,1994-07-25,,62.25000,2342200,0.014257,583126
12490,1994-07-26,,62.37500,2896900,0.002008,583126
12490,1994-07-27,,62.50000,1441300,0.002004,583126
12490,1994-07-28,,62.25000,1261800,-0.004000,583126
12490,1994-07-29,,61.87500,1693900,-0.006024,583126
12490,1994-08-01,,62.87500,1771400,0.016162,583126
12490,1994-08-02,,62.25000,2083800,-0.009940,583126
12490,1994-08-03,,63.00000,1354200,0.012048,583126
12490,1994-08-04,0.25000,63.12500,2046400,0.005952,583126
12490,1994-08-05,,62.37500,1599900,-0.011881,583126
12490,1994-08-08,,63.25000,1676600,0.014028,583126
12490,1994-08-09,,64.50000,2993000,0.019763,583126
12490,1994-08-10,,64.12500,2708600,-0.005814,583126
12490,1994-08-11,,64.62500,2445700,0.007797,583126
12490,1994-08-12,,63.75000,2001600,-0.013540,583126
12490,1994-08-15,,64.37500,1077800,0.009804,583126
12490,1994-08-16,,64.62500,2035100,0.003883,583126
12490,1994-08-17,,64.87500,2945200,0.003868,583126
12490,1994-08-18,,66.25000,4196800,0.021195,583126
12490,1994-08-19,,68.12500,4663400,0.028302,583126
12490,1994-08-22,,67.75000,2970400,-0.005505,583126
12490,1994-08-23,,67.62500,2911300,-0.001845,583126
12490,1994-08-24,,67.37500,2799200,-0.003697,583126
12490,1994-08-25,,69.37500,5273901,0.029685,583126
12490,1994-08-26,,70.00000,4144100,0.009009,583126
12490,1994-08-29,,69.37500,2314400,-0.008929,583126
12490,1994-08-30,,69.37500,1871500,0.000000,583126
12490,1994-08-31,,68.50000,2471700,-0.012613,583126
12490,1994-09-01,,67.87500,2778500,-0.009124,583126
12490,1994-09-02,,67.25000,1464700,-0.009208,583126
12490,1994-09-06,,67.50000,1246300,0.003717,583126
12490,1994-09-07,,67.50000,2030800,0.000000,583126
12490,1994-09-08,,67.87500,1364300,0.005556,583126
12490,1994-09-09,,67.25000,2297200,-0.009208,583126
12490,1994-09-12,,67.87500,1205900,0.009294,583126
12490,1994-09-13,,69.25000,2904200,0.020258,583126
12490,1994-09-14,,69.75000,2536500,0.007220,583126
12490,1994-09-15,,69.75000,2057100,0.000000,583126
12490,1994-09-16,,71.00000,5149601,0.017921,583126
12490,1994-09-19,,70.37500,1848500,-0.008803,583126
12490,1994-09-20,,70.25000,2745200,-0.001776,583126
12490,1994-09-21,,69.50000,3637100,-0.010676,583126
12490,1994-09-22,,69.62500,2120500,0.001799,583126
12490,1994-09-23,,69.12500,1760800,-0.007181,583126
12490,1994-09-26,,69.00000,1764800,-0.001808,583126
12490,1994-09-27,,69.00000,1115700,0.000000,583126
12490,1994-09-28,,68.50000,1300000,-0.007246,583126
12490,1994-09-29,,69.50000,2306200,0.014599,583126
12490,1994-09-30,,69.62500,2039800,0.001799,584864
12490,1994-10-03,,68.87500,1166500,-0.010772,584864
12490,1994-10-04,,68.37500,1720500,-0.007260,584864
12490,1994-10-05,,69.12500,2691500,0.010969,584864
12490,1994-10-06,,68.75000,1809200,-0.005425,584864
12490,1994-10-07,,71.12500,4495600,0.034545,584864
12490,1994-10-10,,71.50000,1804900,0.005272,584864
12490,1994-10-11,,71.62500,2807600,0.001748,584864
12490,1994-10-12,,73.12500,3227600,0.020942,584864
12490,1994-10-13,,72.25000,2341600,-0.011966,584864
12490,1994-10-14,,73.12500,2040800,0.012111,584864
12490,1994-10-17,,73.25000,1536400,0.001709,584864
12490,1994-10-18,,74.37500,2463400,0.015358,584864
12490,1994-10-19,,75.37500,3933900,0.013445,584864
12490,1994-10-20,,75.00000,5216901,-0.004975,584864
12490,1994-10-21,,74.62500,3372500,-0.005000,584864
12490,1994-10-24,,73.00000,2615200,-0.021776,584864
12490,1994-10-25,,73.87500,2829600,0.011986,584864
12490,1994-10-26,,74.37500,2439800,0.006768,584864
12490,1994-10-27,,74.12500,1249600,-0.003361,584864
12490,1994-10-28,,76.12500,2713300,0.026981,584864
12490,1994-10-31,,74.50000,1926400,-0.021346,584864
12490,1994-11-01,,73.87500,2500000,-0.008389,584864
12490,1994-11-02,,74.25000,2669600,0.005076,584864
12490,1994-11-03,,73.50000,1661300,-0.010101,584864
12490,1994-11-04,0.25000,71.12500,3242200,-0.028912,584864
12490,1994-11-07,,71.87500,2278900,0.010545,584864
12490,1994-11-08,,73.00000,1869000,0.015652,584864
12490,1994-11-09,,74.00000,2617100,0.013699,584864
12490,1994-11-10,,72.00000,2686500,-0.027027,584864
12490,1994-11-11,,72.37500,1847900,0.005208,584864
12490,1994-11-14,,72.87500,1512400,0.006908,584864
12490,1994-11-15,,73.12500,1749300,0.003431,584864
12490,1994-11-16,,72.75000,1272300,-0.005128,584864
12490,1994-11-17,,73.12500,1815500,0.005155,584864
12490,1994-11-18,,73.25000,3122600,0.001709,584864
12490,1994-11-21,,72.87500,1670100,-0.005119,584864
12490,1994-11-22,,69.75000,2391100,-0.042882,584864
12490,1994-11-23,,70.00000,4688900,0.003584,584864
12490,1994-11-25,,70.75000,1095700,0.010714,584864
12490,1994-11-28,,70.62500,1994700,-0.001767,584864
12490,1994-11-29,,70.62500,1346500,0.000000,584864
12490,1994-11-30,,70.75000,1961600,0.001770,587172
12490,1994-12-01,,69.50000,1659500,-0.017668,587172
12490,1994-12-02,,71.37500,1993800,0.026978,587172
12490,1994-12-05,,71.37500,2049600,0.000000,587172
12490,1994-12-06,,71.62500,1928800,0.003503,587172
12490,1994-12-07,,71.25000,1315600,-0.005236,587172
12490,1994-12-08,,70.12500,1717900,-0.015789,587172
12490,1994-12-09,,71.50000,2473000,0.019608,587172
12490,1994-12-12,,70.62500,2205600,-0.012238,587172
12490,1994-12-13,,69.75000,1369100,-0.012389,587172
12490,1994-12-14,,70.25000,2044200,0.007168,587172
12490,1994-12-15,,70.50000,1885300,0.003559,587172
12490,1994-12-16,,70.12500,2944000,-0.005319,587172
12490,1994-12-19,,71.62500,2422100,0.021390,587172
12490,1994-12-20,,70.75000,1726800,-0.012216,587172
12490,1994-12-21,,73.62500,3211900,0.040636,587172
12490,1994-12-22,,73.50000,2662100,-0.001698,587172
12490,1994-12-23,,73.50000,938400,0.000000,587172
12490,1994-12-27,,74.25000,1233300,0.010204,587172
12490,1994-12-28,,73.00000,1355700,-0.016835,587172
12490,1994-12-29,,74.37500,1926200,0.018836,587172
12490,1994-12-30,,73.50000,1445200,-0.011765,587172
12490,1995-01-03,,73.75000,1167900,0.003401,587172
12490,1995-01-04,,74.37500,1994700,0.008475,587172
12490,1995-01-05,,74.00000,2270900,-0.005042,587172
12490,1995-01-06,,75.12500,3040500,0.015203,587172
12490,1995-01-09,,75.50000,1713000,0.004992,587172
12490,1995-01-10,,76.62500,3420800,0.014901,587172
12490,1995-01-11,,76.00000,2450300,-0.008157,587172
12490,1995-01-12,,76.00000,2275900,0.000000,587172
12490,1995-01-13,,76.37500,2030300,0.004934,587172
12490,1995-01-16,,77.50000,2716000,0.014730,587172
12490,1995-01-17,,77.50000,1596300,0.000000,587172
12490,1995-01-18,,77.25000,1842600,-0.003226,587172
12490,1995-01-19,,76.50000,1713900,-0.009709,587172
12490,1995-01-20,,75.37500,3333400,-0.014706,587172
12490,1995-01-23,,74.25000,4913701,-0.014925,587172
12490,1995-01-24,,74.00000,3176600,-0.003367,587172
12490,1995-01-25,,72.37500,3808000,-0.021959,587172
12490,1995-01-26,,72.37500,2151900,0.000000,587172
12490,1995-01-27,,72.50000,2717100,0.001727,587172
12490,1995-01-30,,71.75000,1418500,-0.010345,587172
12490,1995-01-31,,72.12500,2742400,0.005226,587172
12490,1995-02-01,,73.62500,3292000,0.020797,587172
12490,1995-02-02,,74.37500,1458600,0.010187,587172
12490,1995-02-03,,74.62500,2562800,0.003361,587172
12490,1995-02-06,0.25000,74.37500,1352100,0.000000,587172
12490,1995-02-07,,74.25000,1450700,-0.001681,587172
12490,1995-02-08,,74.25000,1496400,0.000000,587172
12490,1995-02-09,,75.00000,1974000,0.010101,587172
12490,1995-02-10,,75.00000,1539000,0.000000,587172
12490,1995-02-13,,74.87500,1221800,-0.001667,587172
12490,1995-02-14,,75.62500,1696400,0.010017,587172
12490,1995-02-15,,75.62500,1626700,0.000000,587172
12490,1995-02-16,,75.50000,1702400,-0.001653,587172
12490,1995-02-17,,75.00000,2918000,-0.006623,587172
12490,1995-02-21,,74.25000,1557000,-0.010000,587172
12490,1995-02-22,,74.25000,1716000,0.000000,587172
12490,1995-02-23,,74.25000,2206600,0.000000,587172
12490,1995-02-24,,74.87500,1563600,0.008418,587172
12490,1995-02-27,,74.00000,2053200,-0.011686,587172
12490,1995-02-28,,75.25000,1799500,0.016892,587172
12490,1995-03-01,,75.37500,2050500,0.001661,587172
12490,1995-03-02,,77.25000,2410800,0.024876,587172
12490,1995-03-03,,79.87500,5564001,0.033981,587172
12490,1995-03-06,,80.25000,5043301,0.004695,587172
12490,1995-03-07,,79.75000,3450600,-0.006231,587172
12490,1995-03-08,,79.75000,3033300,0.000000,587172
12490,1995-03-09,,80.62500,3128400,0.010972,587172
12490,1995-03-10,,81.12500,2373100,0.006202,587172
12490,1995-03-13,,82.00000,3491200,0.010786,587172
12490,1995-03-14,,81.50000,2266900,-0.006098,587172
12490,1995-03-15,,81.75000,1771200,0.003067,587172
12490,1995-03-16,,83.50000,2845700,0.021407,587172
12490,1995-03-17,,82.62500,2967400,-0.010479,587172
12490,1995-03-20,,83.50000,1842200,0.010590,587172
12490,1995-03-21,,82.25000,1989000,-0.014970,587172
12490,1995-03-22,,81.62500,2447200,-0.007599,587172
12490,1995-03-23,,83.37500,2764100,0.021440,587172
12490,1995-03-24,,83.62500,2579500,0.002999,587172
12490,1995-03-27,,85.00000,2028500,0.016442,587172
12490,1995-03-28,,84.50000,1353000,-0.005882,587172
12490,1995-03-29,,83.00000,2971400,-0.017751,587172
12490,1995-03-30,,82.37500,2957100,-0.007530,587172
12490,1995-03-31,,82.12500,2618000,-0.003035,587172
12490,1995-04-03,,82.87500,1895100,0.009132,587172
12490,1995-04-04,,83.00000,1684600,0.001508,587172
12490,1995-04-05,,84.00000,2008300,0.012048,587172
12490,1995-04-06,,83.87500,1486500,-0.001488,587172
12490,1995-04-07,,84.00000,2428300,0.001490,587172
12490,1995-04-10,,86.00000,2115600,0.023810,587172
12490,1995-04-11,,86.75000,2581000,0.008721,587172
12490,1995-04-12,,87.12500,1903200,0.004323,587172
12490,1995-04-13,,86.37500,1381400,-0.008608,587172
12490,1995-04-17,,87.87500,2189600,0.017366,587172
12490,1995-04-18,,88.25000,1968800,0.004267,587172
12490,1995-04-19,,87.12500,2576400,-0.012748,587172
12490,1995-04-20,,89.00000,5977701,0.021521,587172
12490,1995-04-21,,91.62500,5886401,0.029494,587172
12490,1995-04-24,,93.50000,4318900,0.020464,587172
12490,1995-04-25,,93.62500,3346300,0.001337,587172
12490,1995-04-26,,95.25000,3694500,0.017356,587172
12490,1995-04-27,,96.87500,3475100,0.017060,587172
12490,1995-04-28,,94.62500,5000601,-0.023226,584225
12490,1995-05-01,,92.12500,3403800,-0.026420,584225
12490,1995-05-02,,92.87500,3402800,0.008141,584225
12490,1995-05-03,,94.25000,2672400,0.014805,584225
12490,1995-05-04,0.25000,93.75000,4357000,-0.002653,584225
12490,1995-05-05,,93.12500,3054800,-0.006667,584225
12490,1995-05-08,,93.75000,2703400,0.006711,584225
12490,1995-05-09,,93.62500,2779900,-0.001333,584225
12490,1995-05-10,,93.87500,2890400,0.002670,584225
12490,1995-05-11,,94.25000,2584800,0.003995,584225
12490,1995-05-12,,94.37500,2664400,0.001326,584225
12490,1995-05-15,,95.00000,1908800,0.006623,584225
12490,1995-05-16,,94.62500,2733700,-0.003947,584225
12490,1995-05-17,,94.87500,2404500,0.002642,584225
12490,1995-05-18,,93.12500,3431400,-0.018445,584225
12490,1995-05-19,,93.37500,4064800,0.002685,584225
12490,1995-05-22,,95.25000,2230100,0.020080,584225
12490,1995-05-23,,97.25000,3529600,0.020997,584225
12490,1995-05-24,,96.12500,3161700,-0.011568,584225
12490,1995-05-25,,96.75000,2887700,0.006502,584225
12490,1995-05-26,,95.00000,2220800,-0.018088,584225
12490,1995-05-30,,92.62500,3150000,-0.025000,584225
12490,1995-05-31,,93.00000,2750500,0.004049,580669
12490,1995-06-01,,94.25000,2527900,0.013441,580669
12490,1995-06-02,,93.87500,1991700,-0.003979,580669
12490,1995-06-05,,91.25000,5851001,-0.027963,580669
12490,1995-06-06,,91.37500,3002400,0.001370,580669
12490,1995-06-07,,89.87500,3946600,-0.016416,580669
12490,1995-06-08,,89.37500,3394000,-0.005563,580669
12490,1995-06-09,,89.12500,3308400,-0.002797,580669
12490,1995-06-12,,90.25000,2995700,0.012623,580669
12490,1995-06-13,,91.75000,2905200,0.016620,580669
12490,1995-06-14,,93.00000,2562500,0.013624,580669
12490,1995-06-15,,93.00000,2192900,0.000000,580669
12490,1995-06-16,,92.62500,2696800,-0.004032,580669
12490,1995-06-19,,93.75000,2376700,0.012146,580669
12490,1995-06-20,,97.75000,3568900,0.042667,580669
12490,1995-06-21,,97.12500,3580500,-0.006394,580669
12490,1995-06-22,,97.50000,4344200,0.003861,580669
12490,1995-06-23,,98.62500,2461600,0.011538,580669
12490,1995-06-26,,98.25000,2180000,-0.003802,580669
12490,1995-06-27,,95.37500,3279900,-0.029262,580669
12490,1995-06-28,,96.12500,3120600,0.007864,580669
12490,1995-06-29,,97.00000,2486600,0.009103,580669
12490,1995-06-30,,96.00000,2159800,-0.010309,580669
12490,1995-07-03,,97.62500,683400,0.016927,580669
12490,1995-07-05,,96.75000,2418600,-0.008963,580669
12490,1995-07-06,,98.87500,2348800,0.021964,580669
12490,1995-07-07,,99.50000,3907100,0.006321,580669
12490,1995-07-10,,100.62500,2293800,0.011307,580669
12490,1995-07-11,,99.75000,2107400,-0.008696,580669
12490,1995-07-12,,101.62500,2848300,0.018797,580669
12490,1995-07-13,,103.75000,3486200,0.020910,580669
12490,1995-07-14,,103.87500,2645000,0.001205,580669
12490,1995-07-17,,107.25000,3732400,0.032491,580669
12490,1995-07-18,,107.00000,8951100,-0.002331,580669
12490,1995-07-19,,101.25000,8572600,-0.053738,580669
12490,1995-07-20,,104.12500,5065701,0.028395,580669
12490,1995-07-21,,103.62500,4370600,-0.004802,580669
12490,1995-07-24,,107.50000,5167901,0.037394,580669
12490,1995-07-25,,108.37500,5322001,0.008140,580669
12490,1995-07-26,,109.00000,3582700,0.005767,580669
12490,1995-07-27,,110.75000,3093000,0.016055,580669
12490,1995-07-28,,110.62500,2436100,-0.001129,580669
12490,1995-07-31,,108.87500,2635200,-0.015819,580664
12490,1995-08-01,,109.62500,3026400,0.006889,580664
12490,1995-08-02,,107.50000,3062100,-0.019384,580664
12490,1995-08-03,,109.00000,3285600,0.013953,580664
12490,1995-08-04,,108.62500,1257200,-0.003440,580664
12490,1995-08-07,,108.87500,1430800,0.002301,580664
12490,1995-08-08,0.25000,109.62500,1795300,0.009185,580664
12490,1995-08-09,,109.87500,1966800,0.002281,580664
12490,1995-08-10,,109.12500,1971400,-0.006826,580664
12490,1995-08-11,,109.25000,2327700,0.001145,580664
12490,1995-08-14,,110.75000,1748300,0.013730,580664
12490,1995-08-15,,112.00000,2701000,0.011287,580664
12490,1995-08-16,,112.37500,2946800,0.003348,580664
12490,1995-08-17,,113.62500,3029700,0.011123,580664
12490,1995-08-18,,111.37500,3698100,-0.019802,580664
12490,1995-08-21,,106.75000,4700700,-0.041526,580664
12490,1995-08-22,,107.62500,5514301,0.008197,580664
12490,1995-08-23,,106.62500,3239000,-0.009292,580664
12490,1995-08-24,,104.87500,3797000,-0.016413,580664
12490,1995-08-25,,103.87500,2782300,-0.009535,580664
12490,1995-08-28,,101.62500,4113900,-0.021661,580664
12490,1995-08-29,,102.37500,6146001,0.007380,580664
12490,1995-08-30,,101.62500,3249600,-0.007326,580664
12490,1995-08-31,,103.37500,2316400,0.017220,568723
12490,1995-09-01,,102.75000,1818900,-0.006046,568723
12490,1995-09-05,,101.12500,6668300,-0.015815,568723
12490,1995-09-06,,100.75000,4191500,-0.003708,568723
12490,1995-09-07,,99.37500,4051300,-0.013648,568723
12490,1995-09-08,,98.87500,5355501,-0.005031,568723
12490,1995-09-11,,96.37500,6619500,-0.025284,568723
12490,1995-09-12,,97.50000,7287800,0.011673,568723
12490,1995-09-13,,94.62500,13922600,-0.029487,568723
12490,1995-09-14,,93.37500,7865400,-0.013210,568723
12490,1995-09-15,,92.25000,6780400,-0.012048,568723
12490,1995-09-18,,94.12500,4453700,0.020325,568723
12490,1995-09-19,,96.75000,4219700,0.027888,568723
12490,1995-09-20,,95.75000,2956700,-0.010336,568723
12490,1995-09-21,,94.37500,2867000,-0.014360,568723
12490,1995-09-22,,93.87500,2344300,-0.005298,568723
12490,1995-09-25,,92.75000,2971500,-0.011984,568723
12490,1995-09-26,,92.87500,2774600,0.001348,568723
12490,1995-09-27,,94.37500,4690700,0.016151,568723
12490,1995-09-28,,93.87500,2855100,-0.005298,568723
12490,1995-09-29,,94.50000,2597300,0.006658,568723
12490,1995-10-02,,93.50000,2371900,-0.010582,568723
12490,1995-10-03,,94.87500,3290600,0.014706,568723
12490,1995-10-04,,93.75000,2007000,-0.011858,568723
12490,1995-10-05,,94.50000,2469300,0.008000,568723
12490,1995-10-06,,94.12500,2598000,-0.003968,568723
12490,1995-10-09,,92.00000,3021500,-0.022576,568723
12490,1995-10-10,,90.75000,6467801,-0.013587,568723
12490,1995-10-11,,92.50000,3359000,0.019284,568723
12490,1995-10-12,,93.00000,2347700,0.005405,568723
12490,1995-10-13,,92.50000,2352400,-0.005376,568723
12490,1995-10-16,,94.00000,2648600,0.016216,568723
12490,1995-10-17,,96.87500,11443400,0.030585,568723
12490,1995-10-18,,96.37500,7304400,-0.005161,568723
12490,1995-10-19,,98.25000,4686700,0.019455,568723
12490,1995-10-20,,95.37500,4453600,-0.029262,568723
12490,1995-10-23,,99.00000,4149400,0.038008,568723
12490,1995-10-24,,98.00000,3111400,-0.010101,568723
12490,1995-10-25,,96.12500,2738000,-0.019133,568723
12490,1995-10-26,,95.87500,3351800,-0.002601,568723
12490,1995-10-27,,96.50000,2473700,0.006519,568723
12490,1995-10-30,,98.25000,3178900,0.018135,568723
12490,1995-10-31,,97.25000,2952800,-0.010178,568723
12490,1995-11-01,,96.87500,2058800,-0.003856,568723
12490,1995-11-02,,99.62500,3293600,0.028387,568723
12490,1995-11-03,,101.50000,3246200,0.018821,568723
12490,1995-11-06,,100.50000,3117500,-0.009852,568723
12490,1995-11-07,,98.75000,3877700,-0.017413,568723
12490,1995-11-08,0.25000,97.75000,2689400,-0.007595,568723
12490,1995-11-09,,98.37500,3193500,0.006394,568723
12490,1995-11-10,,97.37500,2337100,-0.010165,568723
12490,1995-11-13,,97.37500,2374300,0.000000,568723
12490,1995-11-14,,95.37500,2307400,-0.020539,568723
12490,1995-11-15,,95.50000,2245600,0.001311,568723
12490,1995-11-16,,95.62500,2970500,0.001309,568723
12490,1995-11-17,,95.12500,2765100,-0.005229,568723
12490,1995-11-20,,93.00000,2625700,-0.022339,568723
12490,1995-11-21,,94.50000,3130200,0.016129,568723
12490,1995-11-22,,95.25000,2198500,0.007937,568723
12490,1995-11-24,,95.87500,743600,0.006562,568723
12490,1995-11-27,,95.87500,2201800,0.000000,568723
12490,1995-11-28,,97.00000,2891200,0.011734,568723
12490,1995-11-29,,97.12500,2822500,0.001289,568723
12490,1995-11-30,,96.62500,2564400,-0.005148,568723
12490,1995-12-01,,94.75000,2515900,-0.019405,568723
12490,1995-12-04,,96.12500,2705100,0.014512,568723
12490,1995-12-05,,95.75000,2751400,-0.003901,568723
12490,1995-12-06,,95.75000,3019400,0.000000,568723
12490,1995-12-07,,94.75000,2745900,-0.010444,568723
12490,1995-12-08,,96.87500,2558200,0.022427,568723
12490,1995-12-11,,96.25000,2109200,-0.006452,568723
12490,1995-12-12,,95.37500,2166800,-0.009091,568723
12490,1995-12-13,,94.50000,2755900,-0.009174,568723
12490,1995-12-14,,93.75000,3390500,-0.007937,568723
12490,1995-12-15,,90.25000,6848400,-0.037333,568723
12490,1995-12-18,,89.00000,6355201,-0.013850,568723
12490,1995-12-19,,91.87500,3744400,0.032303,568723
12490,1995-12-20,,89.37500,3605800,-0.027211,568723
12490,1995-12-21,,90.87500,2674000,0.016783,568723
12490,1995-12-22,,91.25000,1877400,0.004127,568723
12490,1995-12-26,,91.75000,945400,0.005479,568723
12490,1995-12-27,,92.00000,1572000,0.002725,568723
12490,1995-12-28,,90.12500,1777400,-0.020380,568723
12490,1995-12-29,,91.37500,3463500,0.013870,558315
12490,1996-01-02,,90.87500,2508400,-0.005472,558315
12490,1996-01-03,,89.25000,3132000,-0.017882,558315
12490,1996-01-04,,86.87500,8083200,-0.026611,558315
12490,1996-01-05,,88.62500,3876400,0.020144,558315
12490,1996-01-08,,89.12500,882900,0.005642,558315
12490,1996-01-09,,86.75000,3723500,-0.026648,558315
12490,1996-01-10,,87.25000,5687901,0.005764,558315
12490,1996-01-11,,87.25000,4624600,0.000000,558315
12490,1996-01-12,,86.37500,2664400,-0.010029,558315
12490,1996-01-15,,83.12500,3742800,-0.037627,558315
12490,1996-01-16,,87.00000,4613000,0.046617,558315
12490,1996-01-17,,87.62500,4821101,0.007184,558315
12490,1996-01-18,,96.25000,9856900,0.098431,558315
12490,1996-01-19,,102.00000,13145900,0.059740,558315
12490,1996-01-22,,102.25000,5293001,0.002451,558315
12490,1996-01-23,,103.00000,4959101,0.007335,558315
12490,1996-01-24,,107.00000,798900,0.038835,558315
12490,1996-01-25,,104.12500,4721800,-0.026869,558315
12490,1996-01-26,,104.75000,2647100,0.006002,558315
12490,1996-01-29,,106.50000,2368600,0.016706,558315
12490,1996-01-30,,108.62500,4593600,0.019953,558315
12490,1996-01-31,,108.50000,5014801,-0.001151,568723
12490,1996-02-01,,109.00000,4077800,0.004608,568723
12490,1996-02-02,,109.62500,3110900,0.005734,568723
12490,1996-02-05,,112.25000,3284900,0.023945,568723
12490,1996-02-06,,114.75000,5039601,0.022272,568723
12490,1996-02-07,0.25000,112.62500,4023500,-0.016340,568723
12490,1996-02-08,,113.50000,3194600,0.007769,568723
12490,1996-02-09,,113.50000,3371500,0.000000,568723
12490,1996-02-12,,115.25000,3666600,0.015419,568723
12490,1996-02-13,,113.62500,3467900,-0.014100,568723
12490,1996-02-14,,114.25000,3237400,0.005501,568723
12490,1996-02-15,,117.62500,5835301,0.029540,568723
12490,1996-02-16,,118.00000,4985901,0.003188,568723
12490,1996-02-20,,119.12500,5322201,0.009534,568723
12490,1996-02-21,,120.25000,4097300,0.009444,568723
12490,1996-02-22,,124.12500,5355801,0.032225,568723
12490,1996-02-23,,125.62500,4126200,0.012085,568723
12490,1996-02-26,,124.87500,2882500,-0.005970,568723
12490,1996-02-27,,128.75000,4612900,0.031031,568723
12490,1996-02-28,,127.37500,4387000,-0.010680,568723
12490,1996-02-29,,122.62500,7294400,-0.037291,568723
12490,1996-03-01,,118.12500,8044900,-0.036697,568723
12490,1996-03-04,,116.12500,4322100,-0.016931,568723
12490,1996-03-05,,119.00000,3544200,0.024758,568723
12490,1996-03-06,,117.00000,2734200,-0.016807,568723
12490,1996-03-07,,117.12500,2470400,0.001068,568723
12490,1996-03-08,,114.25000,5380101,-0.024546,568723
12490,1996-03-11,,117.25000,3936000,0.026258,568723
12490,1996-03-12,,114.25000,4201600,-0.025586,568723
12490,1996-03-13,,115.87500,2810800,0.014223,568723
12490,1996-03-14,,116.87500,2872300,0.008630,568723
12490,1996-03-15,,119.87500,3521500,0.025668,568723
12490,1996-03-18,,124.62500,3755400,0.039625,568723
12490,1996-03-19,,121.75000,2798000,-0.023069,568723
12490,1996-03-20,,117.00000,7565900,-0.039014,568723
12490,1996-03-21,,114.87500,3778800,-0.018162,568723
12490,1996-03-22,,114.25000,2237400,-0.005441,568723
12490,1996-03-25,,108.75000,4722900,-0.048140,568723
12490,1996-03-26,,110.75000,4558900,0.018391,568723
12490,1996-03-27,,111.25000,3619800,0.004515,568723
12490,1996-03-28,,109.75000,3046600,-0.013483,568723
12490,1996-03-29,,111.25000,2931600,0.013667,568723
12490,1996-04-01,,110.37500,2379500,-0.007865,568723
12490,1996-04-02,,117.62500,5407701,0.065685,568723
12490,1996-04-03,,119.75000,4149900,0.018066,568723
12490,1996-04-04,,117.75000,2502500,-0.016701,568723
12490,1996-04-08,,119.37500,3997700,0.013800,568723
12490,1996-04-09,,117.87500,1964400,-0.012565,568723
12490,1996-04-10,,116.00000,3188100,-0.015907,568723
12490,1996-04-11,,117.50000,3769800,0.012931,568723
12490,1996-04-12,,111.50000,7761200,-0.051064,568723
12490,1996-04-15,,114.12500,2294300,0.023543,568723
12490,1996-04-16,,115.50000,2438500,0.012048,568723
12490,1996-04-17,,105.25000,16298100,-0.088745,568723
12490,1996-04-18,,105.50000,10378000,0.002375,568723
12490,1996-04-19,,105.37500,4895801,-0.001185,568723
12490,1996-04-22,,107.25000,3313800,0.017794,568723
12490,1996-04-23,,107.00000,2469500,-0.002331,568723
12490,1996-04-24,,106.75000,3027300,-0.002336,568723
12490,1996-04-25,,108.25000,4485500,0.014052,568723
12490,1996-04-26,,107.75000,2281800,-0.004619,568723
12490,1996-04-29,,108.62500,2687400,0.008121,568723
12490,1996-04-30,,107.75000,2664000,-0.008055,543804
12490,1996-05-01,,107.87500,2097400,0.001160,543804
12490,1996-05-02,,107.87500,3515500,0.000000,543804
12490,1996-05-03,,108.12500,2003800,0.002317,543804
12490,1996-05-06,,107.00000,2912100,-0.010405,543804
12490,1996-05-07,,105.87500,2383700,-0.010514,543804
12490,1996-05-08,0.35000,105.87500,3599000,0.003306,543804
12490,1996-05-09,,107.00000,2383600,0.010626,543804
12490,1996-05-10,,106.37500,2089400,-0.005841,543804
12490,1996-05-13,,107.62500,2292900,0.011751,543804
12490,1996-05-14,,108.62500,3120800,0.009292,543804
12490,1996-05-15,,109.00000,2739500,0.003452,543804
12490,1996-05-16,,108.62500,2716700,-0.003440,543804
12490,1996-05-17,,110.87500,3853800,0.020713,543804
12490,1996-05-20,,112.12500,2410700,0.011274,543804
12490,1996-05-21,,111.00000,2151900,-0.010033,543804
12490,1996-05-22,,110.37500,2239300,-0.005631,543804
12490,1996-05-23,,109.25000,2603700,-0.010193,543804
